nama_prodi,name_university,type,rataan,min_val,max_val
PEMBANGUNAN SOSIAL DAN KESEJAHTERAAN,UNIVERSITAS GADJAH MADA,humanities,661.4051470588233,638.6999999999999,697.6349999999999
ILMU KOMUNIKASI,UNIVERSITAS GADJAH MADA,humanities,676.1338235294119,652.115,734.8349999999998
SOSIOLOGI,UNIVERSITAS GADJAH MADA,humanities,652.3475,623.28,749.545
PSIKOLOGI,UNIVERSITAS GADJAH MADA,humanities,673.6622549019609,647.56,749.545
PARIWISATA,UNIVERSITAS GADJAH MADA,humanities,650.940652173913,630.1999999999999,707.6099999999999
PENDIDIKAN MATEMATIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,643.221875,610.575,720.3499999999999
PENDIDIKAN FISIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,606.2421875,575.9499999999999,666.95
PENDIDIKAN KIMIA,UNIVERSITAS NEGERI YOGYAKARTA,science,622.8374999999999,602.45,661.55
PENDIDIKAN BIOLOGI,UNIVERSITAS NEGERI YOGYAKARTA,science,627.690625,596.375,694.275
PENDIDIKAN TEKNIK ELEKTRONIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,544.8421875,526.775,572.05
PENDIDIKAN TEKNIK OTOMOTIF,UNIVERSITAS NEGERI YOGYAKARTA,science,541.78515625,512.875,593.225
PENDIDIKAN TEKNIK MESIN,UNIVERSITAS NEGERI YOGYAKARTA,science,559.1218749999999,524.925,633.15
PENDIDIKAN TEKNIK ELEKTRO,UNIVERSITAS NEGERI YOGYAKARTA,science,550.953125,526.8499999999999,610.9499999999999
PENDIDIKAN TEKNIK SIPIL & PERENCANAAN,UNIVERSITAS NEGERI YOGYAKARTA,science,588.7197916666667,567.4,649.05
MATEMATIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,622.13203125,594.275,688.0999999999999
FISIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,601.1585937499999,566.8249999999999,659.3249999999999
KIMIA,UNIVERSITAS NEGERI YOGYAKARTA,science,623.2171874999999,600.9499999999999,662.9
BIOLOGI,UNIVERSITAS NEGERI YOGYAKARTA,science,610.26484375,590.25,648.575
PENDIDIKAN TEKNIK MEKATRONIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,559.3062499999999,525.825,606.675
PENDIDIKAN TEKNIK INFORMATIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,583.0453125,563.675,646.125
PENDIDIKAN IPA,UNIVERSITAS NEGERI YOGYAKARTA,science,614.93046875,588.775,661.0749999999999
ILMU KEOLAHRAGAAN,UNIVERSITAS NEGERI YOGYAKARTA,science,558.8234375,534.0999999999999,601.225
STATISTIKA,UNIVERSITAS NEGERI YOGYAKARTA,science,641.2640624999999,618.8499999999999,690.9
PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,UNIVERSITAS NEGERI YOGYAKARTA,science,533.1378124999999,490.5,631.925
PENDIDIKAN KEPELATIHAN OLAHRAGA,UNIVERSITAS NEGERI YOGYAKARTA,science,519.6765624999999,469.92499999999995,617.6999999999999
PGSD PENDIDIKAN JASMANI,UNIVERSITAS NEGERI YOGYAKARTA,science,505.7880208333333,457.35,601.25
TEKNIK ELEKTRO,UNIVERSITAS NEGERI YOGYAKARTA,science,605.0046875,589.875,631.5749999999999
TEKNOLOGI INFORMASI,UNIVERSITAS NEGERI YOGYAKARTA,science,638.4328125,611.9499999999999,686.15
TEKNIK MANUFAKTUR,UNIVERSITAS NEGERI YOGYAKARTA,science,601.275,589.05,622.075
MANAJEMEN PENDIDIKAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,602.3178125,575.66,665.5849999999999
BIMBINGAN & KONSELING,UNIVERSITAS NEGERI YOGYAKARTA,humanities,597.01328125,568.635,673.0999999999999
TEKNOLOGI PENDIDIKAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,599.7908928571427,566.89,665.5849999999999
PENDIDIKAN LUAR BIASA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,566.9813541666666,533.905,683.525
PENDIDIKAN LUAR SEKOLAH,UNIVERSITAS NEGERI YOGYAKARTA,humanities,577.9976562499999,558.04,628.715
PENDIDIKAN SENI KERAJINAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,504.7431034482757,397.68499999999995,647.62
PENDIDIKAN KEWARGANEGARAAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,582.8037499999999,563.465,664.18
PENDIDIKAN SEJARAH,UNIVERSITAS NEGERI YOGYAKARTA,humanities,607.045625,568.155,663.1
PENDIDIKAN GEOGRAFI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,611.6424999999999,586.8,660.9649999999999
PENDIDIKAN TEKNIK BUSANA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,588.26671875,566.555,638.4849999999999
PENDIDIKAN TEKNIK BOGA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,589.891875,569.55,651.3249999999999
PENDIDIKAN ADMINISTRASI PERKANTORAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,595.2376785714285,571.775,632.185
PENDIDIKAN AKUNTANSI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,596.2674999999999,570.925,684.9599999999999
PENDIDIKAN EKONOMI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,602.592857142857,580.415,656.0349999999999
MANAJEMEN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,632.296357142857,608.15,725.405
ILMU SEJARAH,UNIVERSITAS NEGERI YOGYAKARTA,humanities,604.889375,570.685,652.1049999999999
AKUNTANSI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,633.3902380952381,614.075,702.615
PENDIDIKAN SOSIOLOGI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,608.5895312499999,574.615,688.45
PENDIDIKAN IPS,UNIVERSITAS NEGERI YOGYAKARTA,humanities,597.7934375,567.2549999999999,677.525
ADMINISTRASI NEGARA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,627.50328125,606.3,681.785
KEBIJAKAN PENDIDIKAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,605.3512499999999,579.7,652.7149999999999
PENDIDIKAN GURU SEKOLAH DASAR,UNIVERSITAS NEGERI YOGYAKARTA,humanities,592.9161160714285,559.12,696.87
PENDIDIKAN GURU PAUD,UNIVERSITAS NEGERI YOGYAKARTA,humanities,569.5235937499999,548.975,624.24
PENDIDIKAN BAHASA INGGRIS,UNIVERSITAS NEGERI YOGYAKARTA,humanities,611.7369791666666,578.0049999999999,756.4699999999999
PENDIDIKAN BAHASA JERMAN,UNIVERSITAS NEGERI YOGYAKARTA,humanities,579.1990625,550.115,629.285
PENDIDIKAN BAHASA PRANCIS,UNIVERSITAS NEGERI YOGYAKARTA,humanities,569.8092857142858,545.12,606.45
PENDIDIKAN SENI RUPA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,531.79125,495.575,609.64
BAHASA. DAN SASTRA INDONESIA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,598.6581249999999,575.09,644.8799999999999
BAHASA DAN SASTRA INGGRIS,UNIVERSITAS NEGERI YOGYAKARTA,humanities,609.381875,584.12,654.0999999999999
PENDIDIKAN SENI TARI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,514.4895238095238,447.18499999999995,606.67
PENDIDIKAN SENI MUSIK,UNIVERSITAS NEGERI YOGYAKARTA,humanities,551.1146875,512.0699999999999,601.4599999999999
PENDIDIKAN BAHASA DAN SASTRA INDONESIA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,592.9307954545455,564.185,688.45
PENDIDIKAN BAHASA JAWA,UNIVERSITAS NEGERI YOGYAKARTA,humanities,559.519090909091,527.06,613.795
ILMU KOMUNIKASI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,626.2237499999999,609.145,685.9599999999999
PSIKOLOGI,UNIVERSITAS NEGERI YOGYAKARTA,humanities,649.6734374999999,618.055,693.8799999999999
TEKNIK GEOLOGI,"UPN ""VETERAN"" YOGYAKARTA",science,631.6538461538461,605.35,689.45
TEKNIK PERTAMBANGAN,"UPN ""VETERAN"" YOGYAKARTA",science,637.4716666666666,607.6,703.8
TEKNIK PERMINYAKAN,"UPN ""VETERAN"" YOGYAKARTA",science,631.0588888888889,598.375,735.8499999999999
TEKNIK LINGKUNGAN,"UPN ""VETERAN"" YOGYAKARTA",science,617.8146825396826,593.15,659.825
TEKNIK GEOFISIKA,"UPN ""VETERAN"" YOGYAKARTA",science,606.4149999999998,583.475,667.4499999999999
TEKNIK KIMIA,"UPN ""VETERAN"" YOGYAKARTA",science,615.556875,590.9499999999999,685.625
TEKNIK INDUSTRI,"UPN ""VETERAN"" YOGYAKARTA",science,618.93875,592.875,698.3
TEKNIK INFORMATIKA,"UPN ""VETERAN"" YOGYAKARTA",science,614.2155,588.425,675.65
AGROTEKNOLOGI,"UPN ""VETERAN"" YOGYAKARTA",science,588.2526,565.5749999999999,655.375
AGRIBISNIS,"UPN ""VETERAN"" YOGYAKARTA",science,599.4079166666667,575.4,664.375
METALURGI,"UPN ""VETERAN"" YOGYAKARTA",science,621.0699999999999,595.7,660.25
ILMU TANAH,"UPN ""VETERAN"" YOGYAKARTA",science,593.1966666666666,571.0999999999999,650.8499999999999
SISTEM INFORMASI,"UPN ""VETERAN"" YOGYAKARTA",science,606.3888888888888,584.8,658.0749999999999
TEKNIK GEOMATIKA,"UPN ""VETERAN"" YOGYAKARTA",science,590.8842857142856,567.775,643.25
MANAJEMEN,"UPN ""VETERAN"" YOGYAKARTA",humanities,609.857,582.09,668.365
AKUNTANSI,"UPN ""VETERAN"" YOGYAKARTA",humanities,614.1646499999999,587.78,724.2549999999999
EKONOMI PEMBANGUNAN,"UPN ""VETERAN"" YOGYAKARTA",humanities,609.9280624999999,583.8799999999999,660.34
ILMU HUBUNGAN INTERNASIONAL,"UPN ""VETERAN"" YOGYAKARTA",humanities,611.7686249999999,589.91,664.87
ILMU ADMINISTRASI BISNIS,"UPN ""VETERAN"" YOGYAKARTA",humanities,613.8001428571429,591.8299999999999,663.29
ILMU KOMUNIKASI,"UPN ""VETERAN"" YOGYAKARTA",humanities,628.7365625,607.1299999999999,707.6099999999999
HUBUNGAN MASYARAKAT,"UPN ""VETERAN"" YOGYAKARTA",humanities,601.0001249999999,586.1049999999999,643.0349999999999
SENI TARI,ISI YOGYAKARTA,humanities,487.0834375,412.76,535.055
SENI MUSIK,ISI YOGYAKARTA,humanities,564.9849999999999,526.14,633.8849999999999
PENDIDIKAN MUSIK,ISI YOGYAKARTA,humanities,551.6097619047619,500.67499999999995,653.5049999999999
PENCIPTAAN MUSIK,ISI YOGYAKARTA,humanities,578.3811111111111,543.1949999999999,637.81
SENI TEATER,ISI YOGYAKARTA,humanities,515.3521153846154,430.81499999999994,609.885
"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",ISI YOGYAKARTA,humanities,517.9359374999999,435.575,619.655
SENI RUPA MURNI,ISI YOGYAKARTA,humanities,567.8952222222222,480.3549999999999,665.43
KRIYA SENI,ISI YOGYAKARTA,humanities,513.1508695652174,425.69499999999994,598.99
DESAIN INTERIOR,ISI YOGYAKARTA,humanities,595.7248780487804,562.82,667.365
DESAIN KOMUNIKASI VISUAL,ISI YOGYAKARTA,humanities,635.4343902439025,610.99,691.02
DESAIN PRODUK,ISI YOGYAKARTA,humanities,572.6636111111111,540.765,635.5799999999999
TELEVISI DAN FILM,ISI YOGYAKARTA,humanities,610.0291463414635,578.755,677.385
FOTOGRAFI,ISI YOGYAKARTA,humanities,564.4006410256411,526.845,653.065
SENI KARAWITAN,ISI YOGYAKARTA,humanities,505.6628571428572,460.405,551.01
ETNOMUSIKOLOGI,ISI YOGYAKARTA,humanities,494.43312499999996,444.56999999999994,551.215
SENI PEDALANGAN,ISI YOGYAKARTA,humanities,548.11875,483.28499999999997,597.655
TATA KELOLA SENI,ISI YOGYAKARTA,humanities,535.670294117647,480.76,578.285
MATEMATIKA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,574.8703703703703,555.3499999999999,661.375
FISIKA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,558.6750000000001,539.0,661.375
KIMIA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,593.1472222222222,564.15,671.4499999999999
BIOLOGI,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,569.7833333333333,542.9499999999999,669.3
TEKNIK INFORMATIKA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,610.7935185185185,588.125,648.0749999999999
TEKNIK INDUSTRI,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,602.2027777777778,579.5749999999999,657.05
PENDIDIKAN MATEMATIKA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,590.9824074074072,559.175,644.4749999999999
PENDIDIKAN FISIKA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,560.4648148148148,533.9499999999999,609.05
PENDIDIKAN KIMIA,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,577.2453703703703,537.0,645.9749999999999
PENDIDIKAN BIOLOGI,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,science,581.9194444444445,557.5999999999999,657.05
ILMU PERPUSTAKAAN (IP),UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,575.3911666666667,546.22,653.8299999999999
PSIKOLOGI,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,591.2585833333334,568.035,646.5699999999999
SOSIOLOGI,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,577.2367567567567,549.29,645.725
ILMU KOMUNIKASI,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,588.3705833333333,564.67,629.8499999999999
SASTRA INGGRIS (SI),UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,579.341375,544.6599999999999,686.66
ILMU HUKUM (IH),UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,578.0550746268657,552.0349999999999,659.67
ILMU KESEJAHTERAAN SOSIAL (IKS),UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA,humanities,586.678875,562.415,660.7099999999999
AGROTEKNOLOGI / AGROEKOTEKNOLOGI,UNIVERSITAS JEMBER,science,559.4519999999999,531.675,617.7249999999999
AGRIBISNIS,UNIVERSITAS JEMBER,science,565.8143333333333,532.525,635.7249999999999
PENDIDIKAN MATEMATIKA,UNIVERSITAS JEMBER,science,571.2604166666665,540.45,649.1999999999999
PENDIDIKAN FISIKA,UNIVERSITAS JEMBER,science,543.175,511.32499999999993,645.3
PENDIDIKAN BIOLOGI,UNIVERSITAS JEMBER,science,560.1967857142856,531.725,662.0999999999999
TEKNOLOGI HASIL PERTANIAN,UNIVERSITAS JEMBER,science,557.2939024390245,533.3,614.1999999999999
TEKNIK PERTANIAN,UNIVERSITAS JEMBER,science,547.6927272727273,516.075,634.775
PENDIDIKAN  DOKTER GIGI,UNIVERSITAS JEMBER,science,665.3692857142856,638.25,779.8749999999999
MATEMATIKA,UNIVERSITAS JEMBER,science,575.3845833333332,543.6999999999999,635.7249999999999
FISIKA,UNIVERSITAS JEMBER,science,555.8133333333334,530.5999999999999,622.625
KIMIA,UNIVERSITAS JEMBER,science,589.660625,554.025,642.125
BIOLOGI,UNIVERSITAS JEMBER,science,566.8272222222222,535.8,647.65
PENDIDIKAN DOKTER,UNIVERSITAS JEMBER,science,692.0546428571429,667.65,757.475
KESEHATAN MASYARAKAT,UNIVERSITAS JEMBER,science,586.932,562.4,642.0
TEKNIK MESIN,UNIVERSITAS JEMBER,science,562.6358333333333,527.525,645.3249999999999
TEKNIK ELEKTRO,UNIVERSITAS JEMBER,science,564.4366666666666,536.4,613.9
TEKNIK SIPIL,UNIVERSITAS JEMBER,science,605.4756944444445,576.4,669.6999999999999
FARMASI,UNIVERSITAS JEMBER,science,624.4849999999999,591.175,733.725
ILMU KEPERAWATAN,UNIVERSITAS JEMBER,science,571.3380000000001,535.55,662.0999999999999
SISTEM INFORMASI,UNIVERSITAS JEMBER,science,591.1993333333332,547.9,713.0
TEKNOLOGI INDUSTRI PERTANIAN,UNIVERSITAS JEMBER,science,552.586875,525.5,653.875
ILMU TANAH,UNIVERSITAS JEMBER,science,566.481,541.8249999999999,727.375
PROTEKSI TANAMAN,UNIVERSITAS JEMBER,science,551.952,521.0,591.3249999999999
TEKNOLOGI INFORMASI,UNIVERSITAS JEMBER,science,565.6795,540.3,620.6999999999999
PENDIDIKAN IPA,UNIVERSITAS JEMBER,science,560.454435483871,526.375,645.3
PERENCANAAN WILAYAH DAN KOTA,UNIVERSITAS JEMBER,science,578.4493749999999,559.25,620.2249999999999
TEKNIK KIMIA,UNIVERSITAS JEMBER,science,579.0395833333333,548.375,635.375
AGRONOMI,UNIVERSITAS JEMBER,science,557.681,526.5749999999999,727.375
ILMU PERTANIAN,UNIVERSITAS JEMBER,science,542.352,521.575,582.425
INFORMATIKA,UNIVERSITAS JEMBER,science,574.3385,546.3499999999999,642.0
PENYULUHAN PERTANIAN,UNIVERSITAS JEMBER,science,533.997,508.92499999999995,577.9749999999999
TEKNIK LINGKUNGAN,UNIVERSITAS JEMBER,science,572.034375,549.3,617.725
TEKNIK KONSTRUKSI PERKAPALAN,UNIVERSITAS JEMBER,science,559.0491666666666,531.0999999999999,607.2249999999999
PETERNAKAN,UNIVERSITAS JEMBER,science,550.9540000000001,525.825,588.375
GIZI,UNIVERSITAS JEMBER,science,594.3729999999999,568.275,648.55
TEKNIK PERTAMBANGAN,UNIVERSITAS JEMBER,science,591.70625,560.425,674.4499999999999
TEKNIK PERMINYAKAN,UNIVERSITAS JEMBER,science,582.8374999999999,555.775,674.4499999999999
ILMU HUKUM,UNIVERSITAS JEMBER,humanities,563.52714,525.5049999999999,728.435
HUBUNGAN INTERNASIONAL,UNIVERSITAS JEMBER,humanities,595.4584666666666,568.565,656.74
ILMU ADMINISTRASI NEGARA,UNIVERSITAS JEMBER,humanities,567.6138666666667,529.26,728.435
ILMU ADMINISTRASI BISNIS,UNIVERSITAS JEMBER,humanities,568.8747333333333,534.6099999999999,637.965
ILMU KESEJAHTERAAN SOSIAL,UNIVERSITAS JEMBER,humanities,565.4334,532.18,646.015
SOSIOLOGI,UNIVERSITAS JEMBER,humanities,558.4874666666666,523.87,624.285
EKONOMI PEMBANGUNAN,UNIVERSITAS JEMBER,humanities,566.3749375,539.9849999999999,641.065
MANAJEMEN,UNIVERSITAS JEMBER,humanities,576.0503571428571,542.615,654.81
AKUNTANSI,UNIVERSITAS JEMBER,humanities,575.3917857142857,541.24,671.3299999999999
PENDIDIKAN LUAR SEKOLAH,UNIVERSITAS JEMBER,humanities,506.9523,445.29999999999995,586.16
PENDIDIKAN EKONOMI,UNIVERSITAS JEMBER,humanities,548.6222307692308,507.655,651.795
PENDIDIKAN SEJARAH,UNIVERSITAS JEMBER,humanities,526.2536153846153,466.895,652.74
PENDIDIKAN BAHASA INGGRIS,UNIVERSITAS JEMBER,humanities,551.9393548387096,506.88,631.55
PENDIDIKAN BHS. & SASTRA INDO.,UNIVERSITAS JEMBER,humanities,520.5133582089554,471.23499999999996,600.895
PENDIDIKAN GURU SEKOLAH DASAR,UNIVERSITAS JEMBER,humanities,532.762,486.52,632.965
SASTRA INGGRIS,UNIVERSITAS JEMBER,humanities,571.6077,545.355,635.4849999999999
SASTRA INDONESIA,UNIVERSITAS JEMBER,humanities,537.9816999999999,499.96000000000004,623.05
ILMU SEJARAH,UNIVERSITAS JEMBER,humanities,532.2075,499.4849999999999,588.0999999999999
TELEVISI & FILM,UNIVERSITAS JEMBER,humanities,544.8652000000001,506.775,615.97
PG PAUD,UNIVERSITAS JEMBER,humanities,495.05174999999997,391.975,562.1099999999999
EKONOMI SYARIAH,UNIVERSITAS JEMBER,humanities,554.3648333333334,537.005,587.055
PENDIDIKAN GEOGRAFI,UNIVERSITAS JEMBER,humanities,532.3317999999999,493.42499999999995,588.0999999999999
EKONOMI SYARIAH KAMPUS BONDOWOSO,UNIVERSITAS JEMBER,humanities,500.2828571428572,456.9,567.5999999999999
PEND. GURU SEKOLAH DASAR KAMPUS BONDOWOSO,UNIVERSITAS JEMBER,humanities,493.1043589743589,417.015,600.8599999999999
MANAJEMEN SUMBERDAYA PERAIRAN,UNIVERSITAS BRAWIJAYA,science,582.3354166666666,557.925,641.05
BUDIDAYA PERAIRAN,UNIVERSITAS BRAWIJAYA,science,570.9086805555556,545.775,626.4
TEKNIK SIPIL,UNIVERSITAS BRAWIJAYA,science,655.7421428571428,631.4499999999999,721.05
TEKNIK MESIN,UNIVERSITAS BRAWIJAYA,science,632.394375,602.5999999999999,692.1999999999999
TEKNIK ELEKTRO,UNIVERSITAS BRAWIJAYA,science,632.953125,605.575,704.55
ARSITEKTUR,UNIVERSITAS BRAWIJAYA,science,645.9421428571428,625.85,737.75
TEKNIK PENGAIRAN,UNIVERSITAS BRAWIJAYA,science,619.8835714285714,594.175,703.6499999999999
PENDIDIKAN DOKTER,UNIVERSITAS BRAWIJAYA,science,710.0472500000001,683.7249999999999,777.3249999999999
ILMU DAN TEKNOLOGI PANGAN,UNIVERSITAS BRAWIJAYA,science,642.2871323529412,621.125,701.55
BIOLOGI,UNIVERSITAS BRAWIJAYA,science,605.8085714285714,579.1,695.925
FISIKA,UNIVERSITAS BRAWIJAYA,science,611.8744791666667,577.5,680.125
KIMIA,UNIVERSITAS BRAWIJAYA,science,627.7378124999999,599.025,778.05
MATEMATIKA,UNIVERSITAS BRAWIJAYA,science,618.3409374999999,593.1999999999999,721.525
PEMANFAATAN SUMBERDAYA PERIKANAN,UNIVERSITAS BRAWIJAYA,science,562.3465277777777,536.2249999999999,608.6999999999999
TEKNOLOGI HASIL PERIKANAN,UNIVERSITAS BRAWIJAYA,science,571.3503472222222,545.0999999999999,653.3499999999999
AGROBISNIS PERIKANAN,UNIVERSITAS BRAWIJAYA,science,563.9444444444445,539.4499999999999,626.4
KETEKNIKAN PERTANIAN,UNIVERSITAS BRAWIJAYA,science,585.0961538461538,554.375,729.925
STATISTIKA,UNIVERSITAS BRAWIJAYA,science,640.035,616.9749999999999,703.05
PERENCANAAN WILAYAH & KOTA,UNIVERSITAS BRAWIJAYA,science,639.092857142857,618.4749999999999,689.3499999999999
TEKNOLOGI INDUSTRI PERTANIAN,UNIVERSITAS BRAWIJAYA,science,602.2775,576.675,676.7
ILMU KEPERAWATAN,UNIVERSITAS BRAWIJAYA,science,603.51875,578.375,657.05
GIZI KESEHATAN / ILMU GIZI,UNIVERSITAS BRAWIJAYA,science,648.4703125,620.875,721.525
TEKNIK INDUSTRI,UNIVERSITAS BRAWIJAYA,science,653.8075,628.9749999999999,731.375
TEKNIK INFORMATIKA,UNIVERSITAS BRAWIJAYA,science,645.0080729166666,616.65,736.625
AGROEKOTEKNOLOGI,UNIVERSITAS BRAWIJAYA,science,586.4217147435896,559.65,686.025
AGRIBISNIS,UNIVERSITAS BRAWIJAYA,science,593.9760416666666,566.85,674.125
PETERNAKAN,UNIVERSITAS BRAWIJAYA,science,567.0742424242424,537.95,667.7
PENDIDIKAN DOKTER HEWAN,UNIVERSITAS BRAWIJAYA,science,612.8265625,584.9,677.2249999999999
PENDIDIKAN DOKTER GIGI,UNIVERSITAS BRAWIJAYA,science,674.0037500000001,644.925,714.0999999999999
ILMU KELAUTAN,UNIVERSITAS BRAWIJAYA,science,593.9493055555555,568.0,682.25
KEBIDANAN,UNIVERSITAS BRAWIJAYA,science,601.5386363636363,580.0749999999999,640.625
FARMASI,UNIVERSITAS BRAWIJAYA,science,643.6364583333333,618.75,710.3999999999999
TEKNIK KOMPUTER,UNIVERSITAS BRAWIJAYA,science,618.462109375,592.975,711.675
SISTEM INFORMASI,UNIVERSITAS BRAWIJAYA,science,637.7375,613.775,699.5
TEKNIK KIMIA,UNIVERSITAS BRAWIJAYA,science,641.9141666666667,618.0999999999999,705.6
INSTRUMENTASI,UNIVERSITAS BRAWIJAYA,science,598.536111111111,579.025,671.9
TEKNIK GEOFISIKA,UNIVERSITAS BRAWIJAYA,science,620.3069444444445,594.025,676.3249999999999
BIOTEKNOLOGI,UNIVERSITAS BRAWIJAYA,science,629.7139423076924,603.25,688.15
TEKNOLOGI BIOPROSES,UNIVERSITAS BRAWIJAYA,science,612.7347222222221,589.75,664.4499999999999
TEKNIK LINGKUNGAN,UNIVERSITAS BRAWIJAYA,science,644.4764423076924,617.425,695.525
PENDIDIKAN TEKNOLOGI INFORMASI,UNIVERSITAS BRAWIJAYA,science,574.8,553.0,627.025
TEKNOLOGI INFORMASI,UNIVERSITAS BRAWIJAYA,science,621.67265625,600.6,661.9499999999999
AGROEKOTEKNOLOGI (PSDKU KEDIRI),UNIVERSITAS BRAWIJAYA,science,552.43375,536.5,586.75
AGRIBISNIS (PSDKU KEDIRI),UNIVERSITAS BRAWIJAYA,science,557.94,533.7249999999999,638.2249999999999
PETERNAKAN (PSDKU KEDIRI),UNIVERSITAS BRAWIJAYA,science,533.753125,506.94999999999993,581.925
AKUAKULTUR (PSDKU KEDIRI) ,UNIVERSITAS BRAWIJAYA,science,547.905,524.3,588.6
SOSIAL EKONOMI PERIKANAN (PSDKU KEDIRI),UNIVERSITAS BRAWIJAYA,science,533.925,508.65,573.8
ILMU HUKUM,UNIVERSITAS BRAWIJAYA,humanities,625.543923076923,601.3,710.0999999999999
EKONOMI PEMBANGUNAN,UNIVERSITAS BRAWIJAYA,humanities,635.3879807692307,611.59,701.0
ILMU ADMINISTRASI PUBLIK,UNIVERSITAS BRAWIJAYA,humanities,616.5433088235293,586.995,713.385
ILMU ADMINISTRASI BISNIS,UNIVERSITAS BRAWIJAYA,humanities,626.9658974358974,600.03,690.0
MANAJEMEN,UNIVERSITAS BRAWIJAYA,humanities,638.1900446428572,615.84,692.16
AKUNTANSI,UNIVERSITAS BRAWIJAYA,humanities,644.3262500000001,611.415,707.78
SOSIOLOGI,UNIVERSITAS BRAWIJAYA,humanities,614.386231884058,587.76,670.52
ILMU KOMUNIKASI,UNIVERSITAS BRAWIJAYA,humanities,632.9422023809524,609.4749999999999,700.3599999999999
PSIKOLOGI,UNIVERSITAS BRAWIJAYA,humanities,629.7979545454546,607.2099999999999,689.37
HUBUNGAN INTERNASIONAL,UNIVERSITAS BRAWIJAYA,humanities,638.6983823529412,616.3599999999999,713.385
SASTRA INGGRIS,UNIVERSITAS BRAWIJAYA,humanities,609.9108928571428,585.965,670.14
SASTRA JEPANG,UNIVERSITAS BRAWIJAYA,humanities,604.0922916666667,576.1999999999999,656.395
BAHASA DAN SASTRA PERANCIS,UNIVERSITAS BRAWIJAYA,humanities,597.8760714285714,578.0899999999999,635.7
ILMU POLITIK,UNIVERSITAS BRAWIJAYA,humanities,608.8306153846154,578.165,677.5
ILMU PEMERINTAHAN,UNIVERSITAS BRAWIJAYA,humanities,605.1691911764705,578.5749999999999,684.915
ADMINISTRASI PERPAJAKAN,UNIVERSITAS BRAWIJAYA,humanities,623.5792187499999,595.4200000000001,690.0
EKONOMI ISLAM,UNIVERSITAS BRAWIJAYA,humanities,609.874326923077,589.165,656.17
"EKONOMI, KEUANGAN DAN PERBANKAN",UNIVERSITAS BRAWIJAYA,humanities,626.6619531249999,601.3199999999999,680.805
ILMU PERPUSTAKAAN,UNIVERSITAS BRAWIJAYA,humanities,590.8061111111111,563.65,672.3349999999999
PARIWISATA,UNIVERSITAS BRAWIJAYA,humanities,598.2203571428572,572.5099999999999,656.6949999999999
PENDIDIKAN BHS & SASTRA INGGRIS,UNIVERSITAS BRAWIJAYA,humanities,590.9242857142856,561.905,683.4549999999999
