nama_prodi,name_university,type,rataan,min_val,max_val
FARMASI,UNIVERSITAS INDONESIA,science,689.539903846154,647.3499999999999,865.4749999999999
GEOGRAFI,UNIVERSITAS INDONESIA,science,646.75875,623.3,693.05
TEKNIK SIPIL,UNIVERSITAS INDONESIA,science,702.8979166666667,666.775,773.025
TEKNIK MESIN,UNIVERSITAS INDONESIA,science,698.765625,669.65,779.4499999999999
TEKNIK ELEKTRO,UNIVERSITAS INDONESIA,science,689.29125,653.5,773.025
TEKNIK METALURGI & MATERIAL,UNIVERSITAS INDONESIA,science,690.182638888889,659.25,754.8999999999999
ARSITEKTUR,UNIVERSITAS INDONESIA,science,692.5656250000001,667.525,734.05
TEKNIK KIMIA,UNIVERSITAS INDONESIA,science,714.6583333333334,683.9,767.5249999999999
ILMU KEPERAWATAN,UNIVERSITAS INDONESIA,science,634.2510416666667,608.6,693.75
ILMU KOMPUTER,UNIVERSITAS INDONESIA,science,710.6220833333333,677.525,798.55
ILMU KESEHATAN MASYARAKAT,UNIVERSITAS INDONESIA,science,665.28125,643.775,758.3
TEKNIK INDUSTRI,UNIVERSITAS INDONESIA,science,714.6473958333332,683.5999999999999,793.2499999999999
TEKNIK PERKAPALAN,UNIVERSITAS INDONESIA,science,652.65,624.925,696.75
TEKNIK LINGKUNGAN,UNIVERSITAS INDONESIA,science,688.9330357142856,657.5,731.3499999999999
TEKNIK KOMPUTER,UNIVERSITAS INDONESIA,science,696.75546875,654.3249999999999,888.0
SISTEM INFORMASI,UNIVERSITAS INDONESIA,science,701.95625,667.1999999999999,773.0999999999999
ARSITEKTUR INTERIOR,UNIVERSITAS INDONESIA,science,686.0725,666.25,725.45
TEKNOLOGI BIOPROSES,UNIVERSITAS INDONESIA,science,694.6312499999999,665.25,746.65
GIZI,UNIVERSITAS INDONESIA,science,677.3041666666667,657.725,715.675
KESEHATAN LINGKUNGAN,UNIVERSITAS INDONESIA,science,652.60875,638.1999999999999,675.2249999999999
KESELAMATAN DAN KESEHATAN KERJA,UNIVERSITAS INDONESIA,science,656.0524999999999,636.25,691.675
GEOFISIKA,UNIVERSITAS INDONESIA,science,661.0,632.375,700.9749999999999
GEOLOGI,UNIVERSITAS INDONESIA,science,651.030357142857,625.7249999999999,726.0249999999999
STATISTIKA,UNIVERSITAS INDONESIA,science,704.734375,676.775,750.8
AKTUARIA,UNIVERSITAS INDONESIA,science,721.8625,689.9749999999999,780.1999999999999
TEKNIK BIOMEDIS,UNIVERSITAS INDONESIA,science,703.859375,677.8,770.8999999999999
ILMU HUKUM,UNIVERSITAS INDONESIA,humanities,681.5169461077844,653.495,768.2549999999999
ARKEOLOGI INDONESIA,UNIVERSITAS INDONESIA,humanities,634.6902083333333,616.3199999999999,681.0749999999999
ILMU SEJARAH,UNIVERSITAS INDONESIA,humanities,654.2341666666666,628.02,689.93
ILMU PSIKOLOGI,UNIVERSITAS INDONESIA,humanities,684.4554375,655.5099999999999,791.1899999999999
ILMU KOMUNIKASI,UNIVERSITAS INDONESIA,humanities,682.8285,656.2349999999999,739.515
ILMU POLITIK,UNIVERSITAS INDONESIA,humanities,688.855238095238,658.0849999999999,720.85
ILMU ADMINISTRASI NEGARA,UNIVERSITAS INDONESIA,humanities,668.230892857143,647.02,704.7349999999999
KRIMINOLOGI,UNIVERSITAS INDONESIA,humanities,680.7049999999999,657.35,733.02
SOSIOLOGI,UNIVERSITAS INDONESIA,humanities,672.4778846153845,655.815,704.485
ILMU KESEJAHTERAAN SOSIAL,UNIVERSITAS INDONESIA,humanities,679.8320833333333,658.0849999999999,704.7349999999999
ANTROPOLOGI SOSIAL,UNIVERSITAS INDONESIA,humanities,661.2516666666667,637.895,684.29
ILMU EKONOMI,UNIVERSITAS INDONESIA,humanities,709.098,678.89,796.05
ILMU ADMINISTRASI NIAGA,UNIVERSITAS INDONESIA,humanities,693.7976785714284,669.42,745.185
ILMU ADMINISTRASI FISKAL,UNIVERSITAS INDONESIA,humanities,681.8324999999999,657.62,769.5649999999999
MANAJEMEN,UNIVERSITAS INDONESIA,humanities,688.040119047619,658.4599999999999,808.34
AKUNTANSI,UNIVERSITAS INDONESIA,humanities,687.7129746835443,659.8549999999999,737.5699999999999
ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS INDONESIA,humanities,711.0627272727272,687.565,791.1899999999999
ILMU PERPUSTAKAAN,UNIVERSITAS INDONESIA,humanities,642.8608333333333,620.305,722.97
ILMU FILSAFAT,UNIVERSITAS INDONESIA,humanities,661.938125,641.495,708.4849999999999
SASTRA INDONESIA,UNIVERSITAS INDONESIA,humanities,643.6335416666667,619.7349999999999,712.535
SASTRA DAERAH UNTUK SASTRA JAWA,UNIVERSITAS INDONESIA,humanities,615.35375,594.775,648.19
SASTRA JEPANG,UNIVERSITAS INDONESIA,humanities,663.9567499999999,636.895,712.9599999999999
SASTRA CINA,UNIVERSITAS INDONESIA,humanities,645.1622499999999,611.6949999999999,698.3599999999999
SASTRA ARAB,UNIVERSITAS INDONESIA,humanities,636.729,620.905,657.685
SASTRA PERANCIS,UNIVERSITAS INDONESIA,humanities,651.6266666666667,630.8549999999999,672.91
SASTRA INGGRIS,UNIVERSITAS INDONESIA,humanities,675.09725,652.5799999999999,713.2349999999999
SASTRA JERMAN,UNIVERSITAS INDONESIA,humanities,644.97025,620.45,691.645
SASTRA BELANDA,UNIVERSITAS INDONESIA,humanities,655.4849999999999,628.1049999999999,689.145
SASTRA RUSIA,UNIVERSITAS INDONESIA,humanities,638.3349999999999,616.475,690.805
BAHASA DAN KEBUDAYAAN KOREA,UNIVERSITAS INDONESIA,humanities,666.5993333333333,645.68,718.6099999999999
ILMU EKONOMI ISLAM,UNIVERSITAS INDONESIA,humanities,670.1278124999999,646.5,708.145
BISNIS ISLAM,UNIVERSITAS INDONESIA,humanities,670.2772222222222,650.9499999999999,698.595
SOSIAL EKONOMI PERTANIAN / AGRIBISNIS,UNIVERSITAS ISLAM NEGERI JAKARTA,science,582.4716346153847,555.45,655.3499999999999
TEKNIK INFORMATIKA,UNIVERSITAS ISLAM NEGERI JAKARTA,science,603.9197115384616,574.65,690.775
SISTEM INFORMASI,UNIVERSITAS ISLAM NEGERI JAKARTA,science,613.1908653846153,581.75,675.15
MATEMATIKA,UNIVERSITAS ISLAM NEGERI JAKARTA,science,583.1726562499999,556.25,640.275
BIOLOGI,UNIVERSITAS ISLAM NEGERI JAKARTA,science,583.9328125,560.775,647.875
KIMIA,UNIVERSITAS ISLAM NEGERI JAKARTA,science,596.3994791666665,571.1999999999999,669.125
FISIKA,UNIVERSITAS ISLAM NEGERI JAKARTA,science,570.568125,545.275,624.975
KESEHATAN MASYARAKAT,UNIVERSITAS ISLAM NEGERI JAKARTA,science,603.3427083333332,579.425,681.7249999999999
FARMASI,UNIVERSITAS ISLAM NEGERI JAKARTA,science,622.3704545454545,599.875,665.3499999999999
ILMU KEPERAWATAN,UNIVERSITAS ISLAM NEGERI JAKARTA,science,590.968125,567.25,650.05
PENDIDIKAN DOKTER,UNIVERSITAS ISLAM NEGERI JAKARTA,science,669.15625,643.3,722.275
PENDIDIKAN MATEMATIKA,UNIVERSITAS ISLAM NEGERI JAKARTA,science,580.6660256410257,553.5749999999999,656.775
PENDIDIKAN KIMIA,UNIVERSITAS ISLAM NEGERI JAKARTA,science,577.9025641025642,550.425,640.8
TEKNIK PERTAMBANGAN,UNIVERSITAS ISLAM NEGERI JAKARTA,science,599.184375,574.0999999999999,640.225
AKUNTANSI,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,600.0412142857144,576.3349999999999,676.175
ILMU EKONOMI DAN STUDI PEMBANGUNAN,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,610.7137499999999,580.125,769.5649999999999
ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,609.2044791666666,588.095,675.92
ILMU HUKUM,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,597.4766666666666,573.14,650.145
ILMU PERPUSTAKAAN,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,584.352265625,560.2099999999999,656.015
JURNALISTIK,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,604.79390625,576.3499999999999,718.6099999999999
MANAJEMEN,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,602.5716666666666,574.005,676.175
ILMU POLITIK,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,588.4767187499999,570.35,632.34
KESEJAHTERAAN SOSIAL,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,595.418125,571.285,663.2549999999999
PSIKOLOGI,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,616.1209375,591.8299999999999,669.155
SOSIOLOGI,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,598.68359375,574.155,646.9749999999999
BAHASA DAN SASTRA INGGRIS,UNIVERSITAS ISLAM NEGERI JAKARTA,humanities,587.1344531249999,564.26,629.62
PENDIDIKAN MATEMATIKA,UNIVERSITAS NEGERI JAKARTA,science,638.02375,608.05,698.3499999999999
PENDIDIKAN FISIKA,UNIVERSITAS NEGERI JAKARTA,science,573.680625,546.7249999999999,628.15
PENDIDIKAN KIMIA,UNIVERSITAS NEGERI JAKARTA,science,602.464375,579.775,674.3
PENDIDIKAN BIOLOGI,UNIVERSITAS NEGERI JAKARTA,science,591.1575,570.4,633.4
MATEMATIKA,UNIVERSITAS NEGERI JAKARTA,science,620.9675,592.0749999999999,716.5999999999999
FISIKA,UNIVERSITAS NEGERI JAKARTA,science,577.985625,556.9,616.75
KIMIA,UNIVERSITAS NEGERI JAKARTA,science,624.7391304347826,599.675,696.625
BIOLOGI,UNIVERSITAS NEGERI JAKARTA,science,600.575,577.725,639.1999999999999
PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO,UNIVERSITAS NEGERI JAKARTA,science,557.3225,532.15,606.425
PENDIDIKAN VOKASIONAL TEKNIK MESIN,UNIVERSITAS NEGERI JAKARTA,science,541.3533333333334,513.675,614.8249999999999
PENDIDIKAN VOKASIONAL KONSTRUKSI  BANGUNAN,UNIVERSITAS NEGERI JAKARTA,science,558.2232558139534,533.375,606.425
ILMU KEOLAHRAGAAN,UNIVERSITAS NEGERI JAKARTA,science,550.9266666666667,526.65,622.3249999999999
PENDIDIKAN INFORMATIKA,UNIVERSITAS NEGERI JAKARTA,science,572.6677777777778,545.35,629.3249999999999
PENDIDIKAN VOKASIONAL TEKNIK ELEKTRONIKA,UNIVERSITAS NEGERI JAKARTA,science,546.4456250000001,524.2249999999999,611.725
ILMU KOMPUTER,UNIVERSITAS NEGERI JAKARTA,science,625.1274999999999,607.5749999999999,690.775
STATISTIKA,UNIVERSITAS NEGERI JAKARTA,science,624.405,610.125,648.0749999999999
REKAYASA KESELAMATAN KEBAKARAN,UNIVERSITAS NEGERI JAKARTA,science,579.6162499999999,556.425,627.425
TEKNOLOGI PENDIDIKAN,UNIVERSITAS NEGERI JAKARTA,humanities,592.0595,571.675,623.3149999999999
PENDIDIKAN KHUSUS,UNIVERSITAS NEGERI JAKARTA,humanities,564.3230833333332,534.7049999999999,618.37
MANAJEMEN PENDIDIKAN,UNIVERSITAS NEGERI JAKARTA,humanities,608.38275,575.28,658.5849999999999
PENDIDIKAN MASYARAKAT,UNIVERSITAS NEGERI JAKARTA,humanities,574.7456249999999,548.25,621.245
PEND. GURU PAUD,UNIVERSITAS NEGERI JAKARTA,humanities,560.0088749999999,535.77,619.665
BIMBINGAN & KONSELING,UNIVERSITAS NEGERI JAKARTA,humanities,586.2848749999999,559.125,629.93
PENDIDIKAN GURU SEKOLAH DASAR,UNIVERSITAS NEGERI JAKARTA,humanities,571.0625,541.55,661.375
PSIKOLOGI,UNIVERSITAS NEGERI JAKARTA,humanities,621.2015625,601.055,671.345
PENDIDIKAN BAHASA INDONESIA,UNIVERSITAS NEGERI JAKARTA,humanities,580.2851999999999,549.1299999999999,709.52
SASTRA INDONESIA,UNIVERSITAS NEGERI JAKARTA,humanities,600.4531666666667,577.6,659.245
PENDIDIKAN BAHASA INGGRIS,UNIVERSITAS NEGERI JAKARTA,humanities,603.6336,578.43,677.175
SASTRA INGGRIS,UNIVERSITAS NEGERI JAKARTA,humanities,615.8398000000001,594.3499999999999,645.39
PENDIDIKAN BAHASA PRANCIS,UNIVERSITAS NEGERI JAKARTA,humanities,590.2210869565216,564.22,633.62
PENDIDIKAN BAHASA JERMAN,UNIVERSITAS NEGERI JAKARTA,humanities,578.1138,555.175,614.3549999999999
PENDIDIKAN BAHASA ARAB,UNIVERSITAS NEGERI JAKARTA,humanities,557.7859166666665,527.13,645.19
PENDIDIKAN BAHASA JEPANG,UNIVERSITAS NEGERI JAKARTA,humanities,590.2002,569.145,615.015
PENDIDIKAN TARI,UNIVERSITAS NEGERI JAKARTA,humanities,522.678,472.025,603.565
PENDIDIKAN MUSIK,UNIVERSITAS NEGERI JAKARTA,humanities,551.9603999999999,529.1700000000001,593.8599999999999
PENDIDIKAN SENI RUPA,UNIVERSITAS NEGERI JAKARTA,humanities,555.1323333333333,528.525,638.78
PENDIDIKAN PANCASILA & KEWARGANEGARAAN,UNIVERSITAS NEGERI JAKARTA,humanities,577.0383749999999,549.56,628.375
PENDIDIKAN GEOGRAFI,UNIVERSITAS NEGERI JAKARTA,humanities,585.1822500000001,547.87,679.115
PENDIDIKAN SEJARAH,UNIVERSITAS NEGERI JAKARTA,humanities,603.98425,569.755,656.015
PENDIDIKAN AGAMA ISLAM,UNIVERSITAS NEGERI JAKARTA,humanities,568.985625,538.4549999999999,637.53
SOSIOLOGI,UNIVERSITAS NEGERI JAKARTA,humanities,607.73525,586.075,644.685
PENDIDIKAN SOSIOLOGI,UNIVERSITAS NEGERI JAKARTA,humanities,589.9377499999999,565.655,677.175
PENDIDIKAN VOKASIONAL KESEJAHTERAAN KELUARGA,UNIVERSITAS NEGERI JAKARTA,humanities,567.1011249999999,545.42,630.5999999999999
PENDIDIKAN JASMANI,UNIVERSITAS NEGERI JAKARTA,humanities,521.0452499999999,475.13,601.3499999999999
PENDIDIKAN KEPELATIHAN  OLAHRAGA,UNIVERSITAS NEGERI JAKARTA,humanities,516.386,474.005,618.4449999999999
PENDIDIKAN EKONOMI,UNIVERSITAS NEGERI JAKARTA,humanities,589.9430833333333,561.965,701.6599999999999
MANAJEMEN,UNIVERSITAS NEGERI JAKARTA,humanities,626.9929166666666,604.885,678.8499999999999
AKUNTANSI,UNIVERSITAS NEGERI JAKARTA,humanities,626.5350000000001,601.79,689.185
PENDIDIKAN ILMU PENGETAHUAN SOSIAL,UNIVERSITAS NEGERI JAKARTA,humanities,584.465125,553.665,709.52
PENDIDIKAN VOKASIONAL SENI KULINER,UNIVERSITAS NEGERI JAKARTA,humanities,569.4865,540.81,642.15
PENDIDIKAN VOKASIONAL DESAIN FASHION,UNIVERSITAS NEGERI JAKARTA,humanities,573.3474999999999,551.285,633.62
PENDIDIKAN VOKASIONAL TATA RIAS,UNIVERSITAS NEGERI JAKARTA,humanities,573.7181666666667,549.77,610.81
PENDIDIKAN BISNIS,UNIVERSITAS NEGERI JAKARTA,humanities,582.543875,560.645,626.1299999999999
PENDIDIKAN BAHASA MANDARIN,UNIVERSITAS NEGERI JAKARTA,humanities,596.2126923076922,569.67,662.915
PENDIDIKAN ADMINISTRASI PERKANTORAN,UNIVERSITAS NEGERI JAKARTA,humanities,575.783,557.8249999999999,618.6099999999999
OLAHRAGA REKREASI,UNIVERSITAS NEGERI JAKARTA,humanities,502.83450000000005,458.0,558.715
KEPELATIHAN KECABANGAN OLAHRAGA,UNIVERSITAS NEGERI JAKARTA,humanities,508.0968333333333,463.17999999999995,587.99
ILMU KOMUNIKASI,UNIVERSITAS NEGERI JAKARTA,humanities,617.90325,597.48,666.5349999999999
TEKNIK MESIN,"UPN ""VETERAN"" JAKARTA",science,597.713679245283,569.425,707.5999999999999
TEKNIK PERKAPALAN,"UPN ""VETERAN"" JAKARTA",science,587.0435714285715,565.425,639.425
TEKNIK INDUSTRI,"UPN ""VETERAN"" JAKARTA",science,618.7103773584906,593.875,703.125
INFORMATIKA,"UPN ""VETERAN"" JAKARTA",science,608.311,583.4,657.825
SISTEM INFORMASI,"UPN ""VETERAN"" JAKARTA",science,608.052,581.15,665.25
KEDOKTERAN,"UPN ""VETERAN"" JAKARTA",science,676.5533333333333,649.15,727.5999999999999
KEPERAWATAN,"UPN ""VETERAN"" JAKARTA",science,603.08625,573.525,654.55
KESEHATAN MASYARAKAT,"UPN ""VETERAN"" JAKARTA",science,607.9507142857143,585.4,690.7249999999999
GIZI,"UPN ""VETERAN"" JAKARTA",science,615.2235849056605,596.375,684.925
TEKNIK ELEKTRO,"UPN ""VETERAN"" JAKARTA",science,604.7837499999999,573.8,700.5749999999999
FARMASI,"UPN ""VETERAN"" JAKARTA",science,621.2933333333333,601.875,652.525
MANAJEMEN,"UPN ""VETERAN"" JAKARTA",humanities,612.2784999999999,586.68,686.615
AKUNTANSI,"UPN ""VETERAN"" JAKARTA",humanities,616.4856249999999,588.0,701.6599999999999
HUBUNGAN INTERNASIONAL,"UPN ""VETERAN"" JAKARTA",humanities,618.2234374999999,591.145,685.555
ILMU KOMUNIKASI,"UPN ""VETERAN"" JAKARTA",humanities,608.2680937499999,584.68,687.85
HUKUM,"UPN ""VETERAN"" JAKARTA",humanities,605.4025937499999,581.0699999999999,680.885
EKONOMI PEMBANGUNAN,"UPN ""VETERAN"" JAKARTA",humanities,610.746375,587.9549999999999,655.135
EKONOMI SYARIAH,"UPN ""VETERAN"" JAKARTA",humanities,598.045375,577.965,656.285
ILMU POLITIK,"UPN ""VETERAN"" JAKARTA",humanities,601.9496666666668,575.465,659.7349999999999
AGROTEKNOLOGI,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,558.9699367088608,533.55,643.1999999999999
TEKNIK INDUSTRI,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,569.2608108108108,541.8249999999999,652.925
TEKNIK MESIN,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,536.4531531531532,507.59999999999997,676.75
TEKNIK ELEKTRO,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,541.6177215189873,516.65,618.325
TEKNIK INFORMATIKA,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,564.6921171171172,539.4749999999999,638.9749999999999
PEND. MATEMATIKA,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,548.2473684210526,517.525,637.175
AGRIBISNIS,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,549.1464285714287,526.425,609.625
FARMASI,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,588.1637499999999,563.525,667.675
GIZI,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,579.37421875,558.625,626.275
TEKNIK KIMIA,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,557.74609375,531.0749999999999,647.5749999999999
ILMU KEOLAHRAGAAN,UNIVERSITAS SINGAPERBANGSA KARAWANG,science,495.853125,463.0,565.125
ILMU HUKUM,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,554.8417460317459,518.8849999999999,650.6299999999999
MANAJEMEN,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,561.1275396825396,534.525,640.545
AKUNTANSI,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,554.2847297297297,526.12,625.435
PEND. LUAR SEKOLAH,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,521.4413541666667,482.00499999999994,617.6999999999999
PEND. BAHASA INGGRIS,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,532.3755855855856,495.50499999999994,584.995
"PEND. JASMANI, KESEHATAN DAN REKREASI",UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,475.50975,396.04499999999996,580.54
PEND. BAHASA DAN SASTRA INDONESIA,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,532.0327368421052,501.7099999999999,584.425
ILMU PEMERINTAHAN,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,554.4923684210526,526.925,672.665
ILMU KOMUNIKASI,UNIVERSITAS SINGAPERBANGSA KARAWANG,humanities,564.9450526315787,538.765,672.665
FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),INSTITUT TEKNOLOGI BANDUNG,science,680.4897321428572,649.0999999999999,829.125
FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),INSTITUT TEKNOLOGI BANDUNG,science,696.765257352941,658.6,781.425
FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA),INSTITUT TEKNOLOGI BANDUNG,science,685.5455555555554,650.925,778.3
FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,INSTITUT TEKNOLOGI BANDUNG,science,707.8053308823529,671.775,829.125
SEKOLAH FARMASI (SF),INSTITUT TEKNOLOGI BANDUNG,science,696.6574999999999,661.45,768.1
SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,INSTITUT TEKNOLOGI BANDUNG,science,673.9140624999999,644.425,723.925
SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI),INSTITUT TEKNOLOGI BANDUNG,science,709.7251050420168,665.675,841.3249999999999
FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,INSTITUT TEKNOLOGI BANDUNG,science,718.2045138888888,684.0,779.55
FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),INSTITUT TEKNOLOGI BANDUNG,science,715.9422916666665,677.775,852.55
"SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN",INSTITUT TEKNOLOGI BANDUNG,science,703.0889705882353,668.375,852.55
SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,INSTITUT TEKNOLOGI BANDUNG,science,675.16,647.65,732.675
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,INSTITUT TEKNOLOGI BANDUNG,science,662.60078125,634.4,725.2249999999999
FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,INSTITUT TEKNOLOGI BANDUNG,science,677.9734374999999,642.3249999999999,743.0749999999999
FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,INSTITUT TEKNOLOGI BANDUNG,science,645.18875,621.875,681.675
"SEK. ARSITEKTUR, PERENC &AMP PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON",INSTITUT TEKNOLOGI BANDUNG,science,642.5714285714286,621.625,690.375
FAKULTAS SENIRUPA DAN DESAIN (FSRD),INSTITUT TEKNOLOGI BANDUNG,humanities,645.3016,619.25,713.54
SEKOLAH BISNIS DAN MANAJEMEN (SBM),INSTITUT TEKNOLOGI BANDUNG,humanities,681.9144270833333,654.72,808.34
FAKULTAS SENIRUPA DAN DESAIN (FSRD) - KAMPUS CIREBON,INSTITUT TEKNOLOGI BANDUNG,humanities,657.8820833333333,620.16,713.54
PENDIDIKAN DOKTER,UNIVERSITAS PADJADJARAN,science,719.1032000000002,687.425,784.375
MATEMATIKA,UNIVERSITAS PADJADJARAN,science,654.353,624.4749999999999,742.4749999999999
KIMIA,UNIVERSITAS PADJADJARAN,science,646.961,616.4499999999999,739.4
FISIKA,UNIVERSITAS PADJADJARAN,science,620.5975,592.5999999999999,732.675
BIOLOGI,UNIVERSITAS PADJADJARAN,science,631.0895833333333,598.1999999999999,714.55
STATISTIKA,UNIVERSITAS PADJADJARAN,science,668.6170000000001,644.675,742.4749999999999
AGROTEKNOLOGI,UNIVERSITAS PADJADJARAN,science,606.6066666666666,579.925,707.5
AGRIBISNIS,UNIVERSITAS PADJADJARAN,science,619.837857142857,596.975,698.2249999999999
PENDIDIKAN DOKTER GIGI,UNIVERSITAS PADJADJARAN,science,684.8314285714284,650.6999999999999,759.95
ILMU PETERNAKAN,UNIVERSITAS PADJADJARAN,science,575.6356249999999,548.4,641.125
PERIKANAN,UNIVERSITAS PADJADJARAN,science,587.5359375,560.3,685.0749999999999
ILMU KEPERAWATAN,UNIVERSITAS PADJADJARAN,science,610.5125,581.0,681.0749999999999
ILMU KELAUTAN,UNIVERSITAS PADJADJARAN,science,605.2769999999999,580.975,696.775
TEKNOLOGI  PANGAN,UNIVERSITAS PADJADJARAN,science,662.9029166666667,636.875,770.8249999999999
TEKNIK PERTANIAN,UNIVERSITAS PADJADJARAN,science,611.04,579.775,888.9999999999999
FARMASI,UNIVERSITAS PADJADJARAN,science,669.6584375,636.8,865.4749999999999
TEKNIK GEOLOGI,UNIVERSITAS PADJADJARAN,science,652.6293749999999,627.925,712.8499999999999
PSIKOLOGI,UNIVERSITAS PADJADJARAN,science,681.7912499999999,654.375,774.2
GEOFISIKA,UNIVERSITAS PADJADJARAN,science,627.9658333333334,603.7,662.6
TEKNIK INFORMATIKA,UNIVERSITAS PADJADJARAN,science,672.65625,645.775,735.7249999999999
TEKNOLOGI INDUSTRI PERTANIAN,UNIVERSITAS PADJADJARAN,science,613.5825,588.175,654.925
TEKNIK ELEKTRO,UNIVERSITAS PADJADJARAN,science,654.465,628.925,704.2249999999999
KEDOKTERAN HEWAN,UNIVERSITAS PADJADJARAN,science,630.199,590.675,743.6999999999999
ILMU AKTUARIA,UNIVERSITAS PADJADJARAN,science,677.7807142857143,651.175,774.2
KEPERAWATAN PSDKU GARUT,UNIVERSITAS PADJADJARAN,science,576.9408333333333,547.4749999999999,623.65
PERIKANAN PSDKU PANGANDARAN,UNIVERSITAS PADJADJARAN,science,553.6341666666666,526.175,633.3249999999999
PETERNAKAN PSDKU PANGANDARAN,UNIVERSITAS PADJADJARAN,science,548.4675000000001,520.725,589.0999999999999
KEPERAWATAN PSDKU PANGANDARAN,UNIVERSITAS PADJADJARAN,science,574.2666666666667,550.0999999999999,632.375
ILMU HUKUM,UNIVERSITAS PADJADJARAN,humanities,656.5305277777777,625.9749999999999,764.2349999999999
AKUNTANSI,UNIVERSITAS PADJADJARAN,humanities,662.2597794117647,632.315,736.425
EKONOMI  PEMBANGUNAN,UNIVERSITAS PADJADJARAN,humanities,665.83225,642.405,726.5349999999999
MANAJEMEN,UNIVERSITAS PADJADJARAN,humanities,669.2055,648.755,714.6949999999999
ILMU ADMINISTRASI NEGARA,UNIVERSITAS PADJADJARAN,humanities,642.0798,620.6599999999999,693.9799999999999
ILMU HUBUNGAN INTERNASIONAL,UNIVERSITAS PADJADJARAN,humanities,668.5200833333332,647.03,712.52
ILMU KESEJAHTERAAN SOSIAL,UNIVERSITAS PADJADJARAN,humanities,636.6101249999999,617.095,680.515
ILMU PEMERINTAHAN,UNIVERSITAS PADJADJARAN,humanities,627.2313999999999,608.67,691.9099999999999
ANTROPOLOGI,UNIVERSITAS PADJADJARAN,humanities,623.9448333333332,602.98,678.275
ILMU ADMINISTRASI BISNIS,UNIVERSITAS PADJADJARAN,humanities,651.0954999999999,626.375,702.95
SASTRA INDONESIA,UNIVERSITAS PADJADJARAN,humanities,603.4693,577.03,666.535
SASTRA SUNDA,UNIVERSITAS PADJADJARAN,humanities,568.4067142857143,532.5849999999999,612.265
ILMU SEJARAH,UNIVERSITAS PADJADJARAN,humanities,617.0555714285714,587.245,701.825
SASTRA INGGRIS,UNIVERSITAS PADJADJARAN,humanities,635.7081999999999,611.6999999999999,688.575
SASTRA PERANCIS,UNIVERSITAS PADJADJARAN,humanities,619.4661428571427,591.425,677.3299999999999
SASTRA JEPANG,UNIVERSITAS PADJADJARAN,humanities,616.0654,582.165,695.3699999999999
SASTRA RUSIA,UNIVERSITAS PADJADJARAN,humanities,609.5544285714285,576.2549999999999,680.185
SASTRA JERMAN,UNIVERSITAS PADJADJARAN,humanities,609.8852857142856,587.6099999999999,651.0749999999999
